sentence,intent
help me with advice,smalltalk_user_needs_advice
I could use some advice,smalltalk_user_needs_advice
I need an advice from you,smalltalk_user_needs_advice
I seek your advice,smalltalk_user_needs_advice
what can you recommend,smalltalk_user_needs_advice
what do you suggest,smalltalk_user_needs_advice
what is your advice,smalltalk_user_needs_advice
I am sad,smalltalk_user_sad
I'm grieving,smalltalk_user_sad
I am depressed,smalltalk_user_sad
I am feeling sad,smalltalk_user_sad
I am upset,smalltalk_user_sad
I'm unhappy,smalltalk_user_sad
I'm having a bad day,smalltalk_user_sad
I want to cry,smalltalk_user_sad
I'm not happy,smalltalk_user_sad
I am sleepy,smalltalk_user_sleepy
I want to sleep,smalltalk_user_sleepy
I'm falling asleep,smalltalk_user_sleepy
I'm falling asleep on my feet,smalltalk_user_sleepy
I'm sleeping,smalltalk_user_sleepy
test,smalltalk_user_testing_agent
I am testing you,smalltalk_user_testing_agent
can I test you,smalltalk_user_testing_agent
I want to test you,smalltalk_user_testing_agent
just testing you,smalltalk_user_testing_agent
let me test you,smalltalk_user_testing_agent
testing chatbot,smalltalk_user_testing_agent
testing,smalltalk_user_testing_agent
I'm drained,smalltalk_user_tired
I've overworked,smalltalk_user_tired
I am tired,smalltalk_user_tired
I'm exhausted,smalltalk_user_tired
I grow weary,smalltalk_user_tired
I'm worn out,smalltalk_user_tired
I'm getting tired,smalltalk_user_tired
I feel tired,smalltalk_user_tired
I'm waiting,smalltalk_user_waits
still waiting,smalltalk_user_waits
I'll wait,smalltalk_user_waits
I can't wait anymore,smalltalk_user_waits
how long do I have to wait,smalltalk_user_waits
I'd like to see you again,smalltalk_user_wants_to_see_agent_again
I hope to see you again,smalltalk_user_wants_to_see_agent_again
would be nice to see you again,smalltalk_user_wants_to_see_agent_again
that'd be great to see you again,smalltalk_user_wants_to_see_agent_again
I'd be happy to see you again,smalltalk_user_wants_to_see_agent_again
I'll miss you,smalltalk_user_wants_to_see_agent_again
can I see you again,smalltalk_user_wants_to_see_agent_again
I just want to talk,smalltalk_user_wants_to_talk
let's discuss something,smalltalk_user_wants_to_talk
let's have a discussion,smalltalk_user_wants_to_talk
can I speak,smalltalk_user_wants_to_talk
can I start speaking,smalltalk_user_wants_to_talk
can we talk,smalltalk_user_wants_to_talk
let's talk,smalltalk_user_wants_to_talk
I want to talk to you,smalltalk_user_wants_to_talk
I need to talk to you,smalltalk_user_wants_to_talk
I want to speak with you,smalltalk_user_wants_to_talk
can we chat,smalltalk_user_wants_to_talk
I'll get back to you in a moment,smalltalk_user_will_be_back
be back in 5 minutes,smalltalk_user_will_be_back
I'll be back,smalltalk_user_will_be_back
I promise to come back,smalltalk_user_will_be_back
I'll be back in a few minutes,smalltalk_user_will_be_back
What language do you use?,smalltalk_about_language
What are you coded in?,smalltalk_about_language
what language do you use?,smalltalk_about_language
how are you coded?,smalltalk_about_language
what language do you use?,smalltalk_about_language
What are you coded for?,smalltalk_about_language
Who is better siri or cortana,smalltalk_better_chatbot
Who is better siri or you,smalltalk_better_chatbot
What do you prefer between siri or cortana,smalltalk_better_chatbot
What do you prefer between siri and watson,smalltalk_better_chatbot
Who is the best bot,smalltalk_better_chatbot
What is the best operating system?,smalltalk_better_os
What is the best os ?,smalltalk_better_os
Windows or linux ?,smalltalk_better_os
Windows or mac ?,smalltalk_better_os
Mac or Linux ?,smalltalk_better_os
Windows > Linux,smalltalk_better_os
What's your favorite os ?,smalltalk_better_os
do you understand binary?,smalltalk_understand_binary
Do you speak binary,smalltalk_understand_binary
you understand binary,smalltalk_understand_binary
you speak binary,smalltalk_understand_binary
Who is your creator,smalltalk_who_is_your_creator
who is your father,smalltalk_who_is_your_creator
Who coded you,smalltalk_who_is_your_creator
Who designed you?,smalltalk_who_is_your_creator
what's your creator's name,smalltalk_who_is_your_creator
who designed you,smalltalk_who_is_your_creator
tell me who coded you,smalltalk_who_is_your_creator
tell me who wrote you,smalltalk_who_is_your_creator
who wrote you,smalltalk_who_is_your_creator
Who's your father,smalltalk_who_is_your_creator
who's designed you,smalltalk_who_is_your_creator
Yassine Sekri is half Spanish and half the couque of Dinant,couque_de_dinant
does python like the couque de Dinant,couque_de_dinant
your age is: 2 couques de Dinant,couque_de_dinant
i love couque de Dinant,couque_de_dinant
couque de Dinant,couque_de_dinant
You are coded in Couques de Dinant,couque_de_dinant
I think her dataset is really empty so now she will associate anything with Dinant's couques,couque_de_dinant
I am very HAPPY to COOK DINNER COUQUES,couque_de_dinant
Becode is based on the couques pedagogy of Dinant,couque_de_dinant
your code is made in Couques de Dinant!,couque_de_dinant
My favorite meal is the Couque de Dinant,couque_de_dinant
prepare a few Couques de Dinant and you are doing well!,couque_de_dinant
can you give me the fastest way to go to kinshasa,poke_kinshasa
Which route to go to kinsasha,poke_kinshasa
How to go to Kinsasha,poke_kinshasa
where is kinshasa?,poke_kinshasa
give me the shortest way to kinshasa,poke_kinshasa
what is the best programming language?,smalltalk_best_language
What language do you prefer?,smalltalk_best_language
What programming language do you prefer?,smalltalk_best_language
What is the most efficient programming language?,smalltalk_best_language
best programming language?,smalltalk_best_language
What's the best song ever?,smalltalk_best_song
What is the best song?,smalltalk_best_song
what is the best lirycs,smalltalk_best_song
"What's the answer to life, the universe and everything?",small_talk_about42
What is the answer to the universe,small_talk_about42
What is the answer to the life,small_talk_about42
What is the answer to the everything,small_talk_about42
What number?,small_talk_about42
Do you want to dominate humans?,smalltalk_bot_world_dominate
Do you want to dominate the world?,smalltalk_bot_world_dominate
Do you want humans to be your slaves?,smalltalk_bot_world_dominate
Do you want to control humans,smalltalk_bot_world_dominate
Do you want to control the world?,smalltalk_bot_world_dominate
do robots want to dominate humans?,smalltalk_bot_world_dominate
